/people/appointed_role/appointment./people/appointment/appointed_by	[-0.26885335394448284, -0.0049459883631358, 0.02996889636900656, 0.26870787305989013, -0.03012105214286648, -2.5029681558068036e-10, -0.029116628786981166, 0.2688537692025764, -0.030831154451778444, 0.004925666084684529, -0.004925664142445896, -0.26868087441833827, -0.029975557062356502, 0.004945162019642553, -2.3242387380686406e-05, 0.029972226143885686, -0.0008560241387182878, 0.029995052971438868, 0.02997222370353145, -4.128357548014881e-07, -0.029117027905688948, 0.02911328340005039, 0.029972225896962447, -3.3175323677025014e-06, 0.26870454139345445, 0.004919017387752509, -0.02997222586387132, 9.049323813493925e-08, -0.2387086624922219, -0.029823000786865433, 2.2843017726851052e-05, 0.2687277678373162, -2.3226222761692828e-05, 0.004922334635827147, 0.2688537672273505, -0.029972211925721734, 0.2695605679206975, 0.03012103819712684, -0.0008557018170917364, 0.2736268789460792, 4.1303551844110225e-07, -0.23873190265703464, 0.029113374169592632, -0.2685558195534492, -0.26885326558647055, -0.004919005664638695, 0.029975557094941523, 0.00492274794758487, -0.029995465811416967, -0.26870454186568205]
/location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency	[0.005761849953257769, -0.0375887100358727, -0.24299994818774753, 0.2430900440583425, -0.24232164285217814, 0.24287844142901335, -6.420625720568526e-09, -6.441600918118672e-09, -0.005780665987759618, 0.03835162620153613, -0.03835475378286922, 1.570221129298512e-05, -0.0007660428239267213, -0.0007629299429552257, 0.0001058527563243177, 0.03922579839657566, -1.5338725994822288e-05, 0.0007656728996296077, -0.24385297966136787, -0.00511843298836711, -0.24308967963876837, -0.2429843006074435, -0.2372223967591159, 0.000766042847811663, -0.24299994816634138, -0.2430900440557979, -1.577378795371804e-10, 0.03835469287029048, -0.00076530756169742, 0.24211550614416977, -2.1348150019090337e-11, -0.0057752413243872215, 0.21040817082348165, -0.038460126391084044, 0.2487618047219571, -0.005793631820514611, -0.005777929587881379, 0.039120364694048934, -0.005777977086851707, 0.24374986422625092, -0.038351632645681595, -0.00010580452567136804, -9.179816461391204e-10, 0.2429999555234305, 0.23720637099609257, 0.039014296797732176, -5.371343147141125e-08, 1.570865251396381e-05, -0.24296853746255453, 1.6079497395621594e-05]
/tv/tv_series_episode/guest_stars./tv/tv_guest_role/actor	[0.28479696455832176, -0.005642565541454604, -0.2904350181710364, 0.005640326703264251, 0.29043725695813144, 0.000907803972698816, 0.00017387386168142655, 0.2847750639412845, 0.0001716306502528873, -0.005640565341524584, -0.04706836336363302, 0.05253926535277166, -1.9865970595485877e-05, 0.045971794504577876, 0.005640595812871334, -0.04691632618098704, -0.0001716384181083693, 1.9968729469155852e-06, -0.0009276660929311114, 0.00017363477600651543, -0.28479269073442626, 1.9623558119372575e-05, 0.04123675183597949, -0.0056428080290095465, 2.159426059123042e-05, -0.0056425960295251225, -0.2847922020091101, -2.2693151985641475e-06, -0.0009473200556717594, -0.2857223613347362, -0.04784398798335708, 0.2838672677278726, -0.00017160409652286395, -0.04687931464251994, 1.762283602016258e-05, 0.005659916981660229, 0.27913449865764983, 0.04691632239586874, -0.2904546384028373, -0.0009274536362054397, -0.2847949637678773, 1.9866420718304117e-05, 1.7167965587324673e-05, 0.005640352886276084, 0.045988899230827544, 0.005640080508179495, -0.005640322929209915, -0.00017163456754666165, 0.28481658812511546, 0.005642596527709958]
/music/performance_role/track_performances./music/track_contribution/contributor	[0.0411607013512745, 1.841256149848881e-05, -0.006365108683085873, 0.006554272722811886, 0.37619639518611675, -1.6117161628591755e-05, 3.0594054555723536e-07, 0.04636559292517565, -0.04769376211374, 3.1117946515250683e-07, -0.0013100622942446751, 0.04786450828584958, -1.8106782103187578e-05, 0.00017078025438158626, -0.00017046898301601804, 7.096540099544817e-10, 0.0463656270187497, 0.3285204337190389, -1.608380996306325e-05, -0.00017276897970916276, -2.255516009812078e-06, -0.006554001586725437, -1.8412642892683048e-05, -0.047691807198502606, 0.047504908520820587, 0.04769173930614351, 0.04096959296599198, 1.64238244392918e-05, -0.00017078540116704225, 0.0013100631083887658, -0.00016817946410981434, 0.38271353668566555, 0.3827319154159188, 0.0012916777061127806, -2.261476670050392e-06, 0.00017273569839672837, 0.04096763740852699, 1.8073409071790633e-05, -1.6083880702870453e-05, -0.0474871091942477, 0.376214705737183, 0.04765728191060223, -0.006365114003223096, -0.0409673314786396, 0.006519130419561699, -0.05421124879545212, -0.0013100963894872948, -0.05422962753489764, 0.3761986219487884, -0.3761802424959405]
/medicine/disease/prevention_factors	[-0.0001327142661655127, 2.503817276155875e-07, 0.0009071208476370879, 0.00014906026430561712, 1.6674871047705827e-05, -0.04904237842405901, 1.665990016535054e-05, 0.007479404410591992, -0.3133581239361815, -0.0009097475714508613, -0.007481909253359982, -0.04247224523881292, 0.00658662170456572, 0.0009096202231524151, -0.04993561090937539, 0.0073489302640511265, -0.00013523149391192295, 0.3132416528864705, 0.0009096236455760264, -0.0074793234266759, -0.00013056263751219053, 0.3141345916860157, 0.007476761953808834, 2.6688314851679314e-06, -0.000909448118066421, -0.31231543955759344, -0.049026034767543455, 0.3132249814273881, -0.00013305034352046295, 0.0073632712887950445, 0.04993296821989401, 0.007463111917436537, 1.6438678637701482e-05, 8.009030110049354e-08, -2.917664105961921e-08, 0.3123319246319406, -1.2841326594323663e-07, -1.8644071850151315e-07, 0.3058788891163027, 0.00838640978954393, -0.049937793390319674, 0.04900920527031936, 0.31324201107666444, 0.04902602306492129, -0.05084249272901675, 1.6359292157441096e-05, 0.049802779016889995, 0.3131086656698022, -0.0009098116696157133, -0.3124321308335196]
/organization/organization_member/member_of./organization/organization_membership/organization	[-0.0008999115297242875, -0.272994594273306, -0.0066800844116012585, 5.321895303602307e-07, 0.0008994861673516216, -0.006814324105440366, 0.00013376044009008224, -0.04570325688728695, -0.27286040952547347, 3.4000678809482972e-06, -0.00678999708498072, -0.27978512559784285, -0.27301508974345523, 0.000133707524177056, 0.0008995254904018559, -0.00013716867754666768, 0.0009228472954166689, 4.2536231339764546e-07, -0.2729912418455924, -0.2731283557083493, 3.407200207325808e-06, -0.2729708014922876, 0.0008989456597582327, 0.27389407417250444, -0.00694755845521433, -3.407180340865365e-06, -0.0008990068763318168, 0.044779930273857085, -0.044776577004324095, -0.00013035218282324344, 0.27980849403126123, 0.28068412639185464, -5.3928641486320023e-08, 0.044783392442432554, -0.04567947054284292, -0.000923319112670039, -0.27286094271040856, -1.0173003146325451e-09, 0.04477951238480632, -0.007713278105232012, -0.2738941282522961, -0.04477992925858301, -0.006813790880689233, -0.00695095121775086, -0.04478046349795761, 4.719880892302179e-07, -0.04388391152796123, 0.00013376040034637153, 0.27299123454024904, -1.0320189075905056e-09]
/american_football/football_player/receiving./american_football/player_receiving_statistics/season	[-0.0007388538662651058, 0.006421877645392077, -0.03232869049822478, 0.0001224658250993603, 0.032920270053629075, -0.2644839005205825, 0.26540775237778885, 0.0059663382876660705, 0.006174763415057043, 4.3416057252287464e-05, -0.00036185990604736053, -0.0006334272354081367, -0.032787608062105164, -0.0006973338733262634, 0.006059198777861082, 0.03250438485365738, 8.5792354405688e-05, -0.033449492458195014, 7.569520697674275e-05, 0.0006375156349090892, 0.2651173440460473, 0.005506206210353738, -0.03350226383460174, 0.032766307087945264, -0.000596392917826834, -0.29777754195632167, -0.2653866908681109, 0.2649306179762832, 0.0002569968655925467, -0.00047635283236359757, -0.00013680099449653722, 0.006716640840370731, 0.000569038150626575, -0.033568991540522265, -8.244727049986566e-05, -0.2974298869726329, -0.0005210451689076077, 0.03252334841575043, 0.03345157398771297, -0.29704997957860846, 0.033107807485601874, -0.2645875673907437, 0.032481101170110535, -0.00033107564605728467, 0.0004008051743477802, -0.0058260593344571605, -0.29756854217686923, 0.26540461915657076, 0.2655754363844225, -0.265534318227523]
/user/narphorium/people/wealthy_person/net_worth./measurement_unit/dated_money_value/currency	[-0.25314334809115946, 0.030015026914716827, -0.25721461303228643, -1.0776669394962491e-05, -0.22417907697999048, -0.2536755359129967, 1.6772279427009136e-06, -0.0005197662027513184, -0.2235823270145933, 0.25722531381276564, -0.25368463535462166, -0.003551748463633166, 0.2541936307548348, 7.504086186340887e-05, 0.03357704595691511, -0.03350199493965209, -7.482332907520509e-05, -0.0005197668595419789, 0.025943545032522924, -0.25359885133695487, -0.02949499431078221, -0.0035619762068162765, -0.2537381654176241, 0.0035517535972919546, -0.2536755366569213, 0.0035531752937468393, -0.2535990683066013, 0.03001313662271464, 0.03001648644364613, 0.0004447638909479895, 0.0035531694284851125, -1.0738032705697545e-05, -0.004071009409368001, -0.030014770743958426, 0.0035512380960423242, -0.03356630223664997, -5.776427300989041e-09, 0.003551493034794824, 7.50074492272899e-05, -0.25375964344664426, -0.22009685583134675, -0.25322913286815935, 0.029495297935887576, 0.25012068925478004, 0.03001480426106777, -0.003626538929161337, 2.555315198801265e-07, 0.030014809306039992, -0.030013132244828513, 0.030523848361592963]
/sports/sports_team/roster./soccer/football_roster_position/player	[-0.04330065132386608, 0.005023180875027917, -0.2675194853089786, 0.2668808878221524, -0.038265081055298876, 0.03826508441626413, 0.00503582305055573, 0.0006386267196186492, -0.2675197194166196, -0.30586427028516, 9.262149208931831e-13, -8.118064796852911e-05, -1.241478150036285e-05, 6.5323739037106e-11, -0.0050464733303734865, -0.2624027084662221, -0.00567422184692737, -0.26761328961389586, -0.26750906237070665, 7.944830816942036e-05, -0.04385658177768369, -0.0006405889636281423, -0.26753231089750734, 0.0006512460024050142, 1.736170709381242e-06, -8.115871724718131e-05, 0.27319413993876596, -0.03888980903027293, 7.944830115997672e-05, 0.03322603882517772, -0.0005576915725019054, 2.273870205010497e-07, 8.11840017945397e-05, -0.03762469372229152, 0.0006510119076008587, 2.5231892885121745e-07, -8.115877746519957e-05, -1.2414722368334175e-05, 0.0006388569913242054, 1.0712877694133933e-12, -0.26751795543699974, 0.26751800229381817, -0.2631227686908714, -0.2298137875838571, -0.0049543828455842044, -0.004395183392317903, -0.23421078228239872, 0.037624517016820444, -0.038182135434598266, 0.0050231808818952135]
/business/company_type/companies_of_this_type	[-0.2094143513378517, -0.2166362563361923, 0.026490245949611444, 0.23904428246442397, -0.02648854213913488, -0.025978925616388305, -0.21306396221477872, -0.21306562300238335, -1.3020436953255566e-05, 8.22568218661831e-05, 0.21298309440197635, -0.21306396371106903, 1.6545336368378082e-06, -0.003651272555964015, 0.21307864343908509, 0.003636592206711174, 0.2094157872247042, -0.23947352573818342, -1.1578489633665925e-11, 0.18656262945220742, 0.02648858499215569, 0.0036512718357753597, -0.21671689010198902, -0.1865756555250877, 0.003651267101210243, 0.2135059984980312, 0.21306418621271334, 0.026490202321910596, 0.21306562309320426, 0.004175378764875568, 0.0005129749690644833, 0.21621860692195266, 8.396466824403783e-05, -0.003569016622341845, -0.21306396854777582, 0.026490431347969755, -0.0005113149018392317, -0.0036382951405191624, -0.02693080586114704, 5.726776692248585e-09, 0.026570841904812632, -0.025965643871816206, -0.21357527772308446, -0.0005113140120440983, 0.0036512782707333637, -0.21306539969152233, -0.18606414961393752, -0.026572267411021182, -0.21306562389242312, 0.02597865839079356]
