/people/appointed_role/appointment./people/appointment/appointed_by	[0.06282026372547214, 0.35629863016591795, -0.15285454662484682, -0.03772741988751491, 0.0012670507093712517, 0.10921062718825687, -0.11090896088934683, -0.21402046996442736, -0.09069941048088212, 0.28871844059029445, 0.02642171172992972, -0.16062351177285136, 0.3100977450045437, 0.35736081990989577, 0.48326581670198765, -0.040591525465111473, 0.15086871698265078, -0.29953874376114964, 0.2851352478088044, -0.05789936954884538]
/location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency	[0.32495912970212804, 0.2585074635157318, 0.24436389092269115, -0.05363024506570661, 0.04287220385869065, -0.4021444018673992, -0.27939407553061013, 0.21453368243472495, 0.3656025880385603, 0.1173284976327517, -0.13348126262201582, -0.05505915950315152, -0.21075520409760376, 0.3758201032671072, 0.13464258614202806, -0.004866759937075685, 0.1668641224475937, -0.1949694643765446, 0.09296331146743345, 0.17536229765348615]
/tv/tv_series_episode/guest_stars./tv/tv_guest_role/actor	[0.21139283593415775, -0.10971745875899078, -0.20289736816494103, 0.1004880339524144, -0.032727371533691776, 0.35980316443246463, -0.3344460127542601, -0.04116451749597691, -0.1450237030490137, -0.2560633539647027, 0.019814848567658843, 0.2729766007413148, 0.3311459726920609, -0.31298589570245966, -0.263134657556852, 0.20604502908678843, 0.18564122952404177, -0.18008738640686262, -0.13412666658739322, 0.2867514918825396]
/music/performance_role/track_performances./music/track_contribution/contributor	[0.4857118270733395, -0.009135037566849457, -0.12278331454399076, 0.19220056065930347, 0.05444329846544971, -0.29651545153817155, -0.20357064887174847, 0.26801254964850296, -0.3913949174431094, 0.3200021330037963, 0.06441023441974057, -0.2745910789929305, 0.2331743856261825, -0.1708334226364837, 0.023582380558070205, -0.013929321923395554, 0.26141157100102413, -0.10135032508272131, -0.052475225398446824, 0.08378671124860547]
/medicine/disease/prevention_factors	[-0.11781345989311034, -0.18366773662053612, -0.012738669930854013, 0.37053427412193735, -0.0476358278758543, -0.007739828319056476, -0.003711498790154779, -0.4315418442374243, 0.22073298691915696, 0.3107595451121908, -0.22016908060096665, -0.1165621031516914, -0.10513220145536402, 0.19516208889396067, -0.30184091371362626, 0.025608885895725478, -0.10958383225409753, -0.20735488280285616, -0.4411086871342895, 0.1688638763118505]
/organization/organization_member/member_of./organization/organization_membership/organization	[-0.3133545913148061, -0.10446845363871868, 0.018879316823791722, -0.2682810337830143, -0.26327219648881134, 0.24110088511762987, 0.3026005604270371, -0.03550182900673291, 0.11519969154875886, 0.2971549342100722, 0.05802431501873831, -0.0876583354370926, -0.2805750757637421, -0.06110158962977254, 0.24251578978950886, 0.404522188688467, -0.16563217774331365, 0.23605600978602342, 0.31174050423062505, 0.020625704538186396]
/american_football/football_player/receiving./american_football/player_receiving_statistics/season	[0.09552893285668079, -0.35108910513147995, 0.34223674616241334, 0.29027830170093316, -0.08507296281216101, 0.18963950544959143, 0.19474687361907062, 0.19132874666662864, -0.07969645913401999, -0.09912585624539466, -0.03674229027913428, -0.3625624856181479, 0.21118055295305208, -0.26348610219888746, 0.2956049652960836, -0.16747490354652333, -0.16117401343461032, 0.1572113477248546, 0.13661867946566233, 0.3173344569365025]
/user/narphorium/people/wealthy_person/net_worth./measurement_unit/dated_money_value/currency	[-0.0874568686832611, -0.26806568495352, 0.402169146472501, 0.05357642311496095, -0.18551588226157134, 0.19899471145263914, 0.09956580251718855, 0.3040118260791501, -0.02601109475060581, 0.00883859975228859, 0.31104505654016307, 0.21911012539016336, 0.2676700252004008, -0.06816451628806232, 0.3417763899222941, 0.16035235387948354, -0.17229524479828667, 0.2907057414923857, 0.19353142894576567, 0.2520903896911751]
/sports/sports_team/roster./soccer/football_roster_position/player	[0.03551699959733873, -0.2601981357889016, -0.24356264965536362, 0.32248219803539274, 0.2096427159804764, -0.1434923790717708, 0.30060155283196355, 0.5015412468062013, 0.15523513397868174, -0.18941040792482483, 0.26764915924964133, -0.10592517270172434, -0.036990257226118324, -0.24273463683751942, -0.14376993934787874, -0.26754314239476146, 0.10338433473925847, 0.12270666203241842, 0.036111992738054585, 0.19711822905786158]
/business/company_type/companies_of_this_type	[0.4714893876377707, -0.15491818560270867, -0.11055746983108326, -0.14090685432748948, 0.12712766194559053, 0.4554136327431021, 0.047367227631908024, 0.13247403039189343, -0.09162817243215336, -0.13606207498225292, 0.256644648609633, 0.28975100168347845, 0.18606636358797726, 0.09160460456523425, 0.0059380306079181095, -0.24719567176083754, 0.2631650228884094, -0.025663927856419712, 0.1286339296580081, -0.33304569702545134]
